-0.10999563	-0.0655952	0.031271067	0.07224492	-0.016028125	0.048454057	-0.018832566	-0.023648934	-0.11695258	0.060811084	0.026250318	-0.09408394	-0.06557095	-0.03573112	0.025272148	0.05820774
-0.20051903	-0.09636149	0.18091778	0.1840149	-0.09312222	-0.05211755	0.06781131	-0.11372665	0.030130384	0.0016880804	-0.0070287804	-0.17804964	0.0012768771	0.038974155	-0.08406143	0.12594026
-0.28475517	-0.2809756	0.1766302	0.18780829	-0.15338789	-0.10175334	0.13452168	-0.08607642	-0.017754478	-0.007675665	-0.040364254	-0.3129394	-0.093072854	0.09703793	-0.12209882	0.20795862
0.62296146	0.44855312	-0.508097	-0.4629744	0.49602807	0.32461333	-0.4686237	0.5078328	-0.37692782	0.31006768	0.21599618	0.54303735	-0.51621723	-0.3687006	0.44221267	-0.42685613
0.03589171	-0.03184789	-0.021581016	-0.034228273	-0.019556792	0.07554159	-0.04175985	0.033033036	-0.18073432	0.019974137	0.032759607	0.053867534	-0.112944886	-0.0072796717	0.04429966	-0.038512055
-0.11368215	-0.03917496	0.11871381	0.1489115	-0.045404565	-0.019696077	0.060864333	-0.0628367	0.021605277	-0.11121648	-0.03712756	-0.03863212	0.08508816	0.04707159	-0.03134144	0.06841127
0.5535203	0.4992608	-0.5006473	-0.43920386	0.48857242	0.3873535	-0.44710398	0.48935014	-0.4196954	0.38024282	0.26837957	0.5261243	-0.47170788	-0.3557344	0.44391724	-0.45796177
-0.07199079	-0.09732381	0.043987665	0.08079346	-0.010964501	-0.04662624	0.057135157	-0.058741912	0.0026358112	-0.057802495	0.0054342384	-0.050353233	0.02487184	0.058978666	-0.013705639	0.068785615
0.5317834	0.35757184	-0.3968096	-0.35887995	0.42609304	0.29731965	-0.39687747	0.4196176	-0.3340305	0.23872125	0.22344765	0.41705152	-0.3319082	-0.3019599	0.3814816	-0.40817684
-0.03767146	0.037747912	0.016928688	0.052989997	-0.01938022	0.0021523957	7.1067436e-05	0.035921022	-0.092789374	-0.0012390355	-0.010383709	-0.035409883	-0.08890781	-0.004573268	0.059276193	-0.050169215
0.5227397	0.4168641	-0.51986325	-0.44310424	0.4960143	0.2986036	-0.44863272	0.4739442	-0.3564185	0.32995483	0.2662665	0.50993353	-0.43903914	-0.35557598	0.44567603	-0.42918015
-0.12326165	-0.1328328	0.08430715	0.12464941	-0.03907394	-0.06376008	0.055326212	-0.093373716	-0.01448701	-0.069311045	-0.009515872	-0.085047215	0.008621178	0.07222098	-0.08437987	0.1361185
0.28161618	0.29575562	-0.27092078	-0.21206732	0.22401692	0.19469106	-0.26783094	0.22874337	-0.16961202	0.09866961	0.13238195	0.27748805	-0.21681088	-0.23269477	0.220059	-0.2584349
-0.51947737	-0.39510491	0.45041376	0.43278533	-0.4567393	-0.2707208	0.32754242	-0.3533921	0.21417534	-0.25919843	-0.23541598	-0.5197616	0.14819245	0.27205598	-0.2732769	0.3666001
-0.1049071	-0.06230809	0.022638857	0.06828011	-0.040834576	0.015096016	0.052073065	-0.019277819	-0.008062601	-0.06645762	-0.05607119	-0.05177876	0.01716698	0.06074639	-0.0048079155	0.033664335
-0.005731365	0.03504939	-0.0032527552	-0.011898633	0.060888775	0.05861874	-0.029383142	0.0043927534	-0.13335067	-0.015718207	0.030319322	-0.025475532	-0.055460125	-0.014079041	0.012005448	0.023658615
-0.10610113	-0.09258689	0.06634762	0.10461475	-0.090247504	-0.060977373	0.11575549	-0.03931695	0.015074605	-0.024180748	-0.057874337	-0.11080705	0.058676146	0.08985201	-0.07266945	0.08202428
0.14674047	0.038124118	-0.106012955	-0.0037494013	0.07490073	0.057777952	-0.0676485	0.00020886862	-0.030970443	-0.02661713	-0.03409226	0.08940086	-0.08655427	0.0049782875	0.036104385	-0.029209774
